Date,Close,High,Low,Open,Volume,Log_Return
2019-01-02,499.7902526855469,504.2516174029655,497.7239249301071,503.1480281223448,8134232,-0.009166373937237014
2019-01-03,495.8689880371094,499.73157940573066,493.8026601622232,498.78059277467264,12771664,-0.007876760968155596
2019-01-04,497.1955871582031,499.7902343243313,495.5284800629517,496.6790195699045,7287120,0.0026717293987721822
2019-01-07,497.9469604492188,501.3986936022391,497.3247404325629,499.6023729626674,5387012,0.001510082019113394
2019-01-08,493.8025512695313,498.6161282077269,492.3114935313159,498.2639152610296,8343460,-0.008357822727832611
2019-01-09,497.04302978515625,498.1114207540877,493.7087579642644,497.3247887384372,8568628,0.006540857890763185
2019-01-10,495.0940246582031,498.6866083678467,491.3722847294109,497.08989812730186,7691540,-0.003928908058308531
2019-01-11,495.892333984375,498.7335414021781,494.97660323719,496.3385047872636,6408040,0.0016111412470932967
2019-01-14,493.485595703125,495.422767141627,492.734219458912,495.422767141627,4855160,-0.004865164172934292
2019-01-15,498.240478515625,499.3206212947151,493.5678090578374,494.2839869444297,5087556,0.009589178647762268
2019-01-16,497.8412780761719,498.9683710383715,495.0353262313632,497.80607970992446,5252452,-0.0008015415565723463
2019-01-17,500.6825256347656,501.5278024292341,496.232912917923,499.0271130885557,8240228,0.005690911355734828
2019-01-18,500.2010803222656,502.2556558194232,496.5145963240595,501.3164213064368,5207976,-0.0009620406344292217
2019-01-21,504.4042053222656,508.7129672088491,499.3206207106474,502.478785755401,17561512,0.008367763110702378
2019-01-22,501.5161437988281,504.08728738822623,499.9194333041791,503.8994289783255,8796976,-0.0057421434240548025
2019-01-23,494.3660888671875,501.51605783276256,493.4386062023111,501.081638917228,7624288,-0.014359484596396
2019-01-24,493.62646484375,498.1817295421728,492.6050243263141,495.446231808925,10111572,-0.0014972261862227858
2019-01-25,492.1589660644531,495.4462874026699,490.7501140623602,491.4545400634067,11262236,-0.002977321062639475
2019-01-28,489.3764343261719,493.57954363735365,487.6388732134737,490.7500878854749,15360436,-0.005669768387716021
2019-01-29,483.1423950195313,489.10651295751154,482.0622520891844,487.9911716533597,14762788,-0.012820573766893195
2019-01-30,477.76513671875,483.0600831088448,476.1919302684347,483.0600831088448,18514160,-0.011192157943694239
2019-01-31,488.3902893066406,490.6914257737419,474.7831381335117,476.89641619642055,16579404,0.021995593409459634
2019-02-01,490.8557739257813,497.0899555946563,487.6037082342014,488.3902828848063,15654188,0.005035485811591016
2019-02-04,494.2487182617188,496.1506913103842,489.0242256532682,491.9241354923119,7938288,0.006888523561915185
2019-02-05,496.3972778320313,497.5595692775353,492.3937785629973,494.9766739202663,8690288,0.004337700748121545
2019-02-06,498.4165344238281,499.4379749335605,496.2915621028741,496.9137820654196,10875684,0.00405957243466711
2019-02-07,497.1485900878906,500.1424002301131,494.4717945383169,498.9801089342805,7217308,-0.002547186497942712
2019-02-08,498.4165344238281,503.6527785364931,494.6595962014789,495.915845350108,12235644,0.002547186497942826
2019-02-11,502.4083251953125,503.1714533384242,496.2211514154218,496.2211514154218,7036364,0.00797704393659045
2019-02-12,500.072021484375,504.3690316832567,498.9214819124664,502.02094494357664,9772388,-0.0046610548494868615
2019-02-14,495.4931640625,502.4904727653386,494.4130787504823,502.4904727653386,7441388,-0.009198573382227161
2019-02-15,493.250732421875,495.00010260035,487.97929007157774,494.8239961254426,8416524,-0.004535927844138201
2019-02-18,490.7265930175781,497.3247392593423,489.8108621789368,494.6948937464669,7138744,-0.005130494119588806
2019-02-19,489.3529968261719,495.0118511073224,487.9793432416904,490.6796428178283,5268636,-0.002803031723139427
2019-02-20,495.0588684082031,495.6810884356774,488.8481334002276,490.3978935091957,4892500,0.011592577626067142
2019-02-21,496.8316040039063,497.78259051009337,491.5954169236043,493.49733260964746,5261544,0.0035744621659273825
