Date,Close,High,Low,Open,Volume,Log_Return
2019-01-02,491.9982299804688,501.158723368128,489.5969165762727,495.60015556027656,15628818,-0.013109553724687398
2019-01-03,485.9282836914063,495.64461591671386,484.7498754063528,492.4873615561272,16288287,-0.012414070294344808
2019-01-04,488.5518798828125,491.1310616004377,480.7476934262198,487.9960409464638,18516544,0.005384619674256001
2019-01-07,491.2644958496094,497.3566691059738,489.5969195602257,492.2650356863747,12060290,0.005537002573848884
2019-01-08,491.2200317382813,493.5768483693272,487.3735072802789,491.4201337699942,12304389,-9.051361137988622e-05
2019-01-09,493.9325866699219,496.7118706154236,488.5741504955051,494.4884553327521,12614237,0.005506886417360992
2019-01-10,492.4873962402344,494.0438048137975,490.486316465268,492.5985640405852,8925160,-0.0029301747506135134
2019-01-11,488.2851257324219,495.2889048168985,484.082864218601,492.531854365571,14139060,-0.008569359620917424
2019-01-14,487.729248046875,489.3745610158149,483.1045195820128,486.9288102781438,8994060,-0.0011390769656362818
2019-01-15,502.3370971679688,503.3821040444786,491.3756269010942,491.3756269010942,22011407,0.029510970325900228
2019-01-16,505.1164245605469,509.1630510728316,502.64841043601535,504.7161611262395,13961606,0.005517543754861984
2019-01-17,504.4715576171875,510.4525327051985,502.4926820463431,508.91838763060974,16379077,-0.0012774855534009649
2019-01-18,526.661376953125,529.1293914034493,504.8274252468556,510.85286900794665,56181172,0.04304633270747582
2019-01-21,550.38525390625,551.385793856642,528.573506735167,530.9525868652364,48206814,0.04406070112290884
2019-01-22,549.251220703125,554.4985184377442,542.3363764530338,548.2284770466869,36207430,-0.0020625609123369566
2019-01-23,545.3158569335938,553.275709031057,543.4037113706246,548.4286147581106,19313542,-0.0071907529598724575
2019-01-24,554.720947265625,557.27789588952,542.5588626050742,544.7378109993763,28775487,0.01710000878840652
2019-01-25,554.0760498046875,562.3916378569832,549.3624168361791,556.0549254924592,18703992,-0.0011632382399307515
2019-01-28,546.7610473632812,558.5007230218457,543.5815592935013,556.0771759770403,18744303,-0.013290086477741362
2019-01-29,538.3565063476562,547.6948978925816,534.2209456710425,547.4058319436815,20405845,-0.015490872954767526
2019-01-30,531.7084350585938,544.7377153830962,529.662888392258,540.290885129087,17164298,-0.012425707205443785
2019-01-31,545.6937866210938,546.8277277392239,534.0653095076366,534.5099806581494,22279301,0.025962703352637853
2019-02-01,555.83251953125,558.0781978668495,545.649312834436,548.7398663456796,20187323,0.01840903695246826
2019-02-04,574.0424194335938,576.7327691603633,552.3196086388238,554.5207606926173,25528059,0.03223627003233945
2019-02-05,574.3314208984375,580.0456533746585,568.572780672687,574.5315526145657,20479210,0.0005033229786239814
2019-02-06,582.6470336914062,585.9377193107048,575.5321163811374,576.4214587816766,20586783,0.014374953922181697
2019-02-07,573.820068359375,587.5162967228948,571.9079229435836,582.6469989486654,20150710,-0.015265694521582477
2019-02-08,568.1726684570312,578.3114698839838,565.7491210715458,571.3298937267417,14230054,-0.009890511133677043
2019-02-11,557.2999877929688,567.4165827641457,556.2994480427927,567.3721156501077,16457901,-0.01932169361517627
2019-02-12,558.7008056640625,565.7935190840021,556.5218574185877,556.5218574185877,13998153,0.0025104258258543647
2019-02-14,544.3820190429688,551.8527332372782,541.6249980277621,551.8527332372782,14496604,-0.02596285720947208
2019-02-15,553.3869018554688,555.8104492315291,539.8462763376178,546.8500563459764,20994460,0.01640615729081492
2019-02-18,542.558837890625,556.9666006579668,540.290955353684,555.8548632656433,21106139,-0.019760862103979617
2019-02-19,540.780029296875,551.274565434073,538.6010812612611,541.6249044942708,13658461,-0.003283940503238912
2019-02-20,548.8954467773438,551.4079276865402,542.0695372183914,544.2262812275901,13776558,0.014895384372845474
2019-02-21,554.4761962890625,559.323289469259,546.6720105581286,549.6291624775052,23142949,0.010115897281191921
2019-02-22,548.0062255859375,553.764866348381,545.1824742654557,553.4535964921212,19152470,-0.011737230183863412
2019-02-25,547.98388671875,552.7420462566317,542.8033192614208,549.6292293862924,17176522,-4.076472395101105e-05
2019-02-26,542.62548828125,549.0956619235902,536.2887753653348,537.8451245393707,22160532,-0.009826509248196275
2019-02-27,544.0706176757812,553.5868766118792,537.6227082452347,546.0939603512974,24308835,0.0026596768654984027
2019-02-28,547.4280395507812,551.3412646659417,545.4269598752707,548.6287111035471,24688859,0.0061519681068091464
2019-03-01,545.2047119140625,552.4530907762913,543.514961161126,550.0740105316697,17329606,-0.004069676114593402
2019-03-05,550.3629760742188,551.3190487732026,541.8917231342477,544.0262041170199,15577500,0.009416674722239777
2019-03-06,562.4361572265625,566.1270468840365,549.2290665171735,551.3190805032713,26332276,0.021699612323699068
2019-03-07,564.8597412109375,569.1064404556395,559.4790412913804,562.0804570063062,17738092,0.004299825310761144
2019-03-08,563.4588623046875,566.7272840737029,561.1909802351112,562.9919279466452,13211934,-0.00248312776496714
2019-03-11,579.9122924804688,583.4252544303251,563.8591867487826,564.7707924193708,21258869,0.028782545325263174
2019-03-12,592.0299072265625,593.2083156201982,584.4257920428238,585.6042004364595,24561597,0.02068028032742562
2019-03-13,599.1226196289062,604.7700627353223,590.5846949191043,594.5423874268889,24577591,0.011909131820918642
2019-03-14,596.5656127929688,605.6594053107309,594.1420658815271,600.2120350971369,22753310,-0.004277052603819685
2019-03-15,587.7164306640625,604.2364100965389,583.0694684590887,598.0997697695152,34764353,-0.014944660990758448
2019-03-18,600.345458984375,603.8584800704158,590.9848634151969,591.874205781967,22104063,0.02126068370295319
2019-03-19,612.129638671875,613.6637840318997,597.2549414208606,604.770062981689,21448030,0.019438833474138252
2019-03-20,611.6404418945312,617.2212140144412,606.5488081067413,612.6854489247503,21639437,-0.0007994913606233815
2019-03-22,596.654541015625,614.0639216497333,594.4089219621295,610.3285651498567,25078643,-0.02480630897455431
2019-03-25,588.9614868164062,594.4755872811774,585.5151962891665,591.6963034908932,17394088,-0.01297749353474968
2019-03-26,607.9940795898438,609.9284290452625,591.4295723187786,591.5629736823022,20734876,0.0318043502967941
2019-03-27,599.9896850585938,612.7521034470577,597.7662699100543,612.7521034470577,22079870,-0.013252680902693496
2019-03-28,604.7699584960938,609.127913710536,597.1214368935898,600.4343258912917,22930248,0.007935688333492478
2019-04-01,618.9332275390625,625.5812099242753,605.9040061008697,609.2168953564346,22088854,0.02314924352925736
